class,review_title
1,Wish I had the opportunity to rate it!
1,BLEH !!!
1,Not as expected.
1,Warning: Shameful Transfer!!
2,Great movie
2,Powerful wake-up call
1,More Kevin Trudeau Quackery Revealed
2,First Book
2,Liked and Disliked
1,Piece of Junk
1,Do yourself a big favor and pass on this
1,Thought I'd like this being electric...
1,"If you are looking for Carrie singing, don't buy this...."
2,Perfect for knocking beads
2,an honest player
1,Not too satisfied
2,Another brilliant album of pop/prog
2,Great Rice Cooker
2,Lovely story
1,Terrible item
1,not my favorite
2,Decent coffee maker
1,DON'T WASTE YOUR MONEY
2,Great price
1,Memories of game cannot be re-lived
1,Repetition - the same concept again and again and again
2,Very Impressive
1,Terrible setup and dodgy performance
2,my side of the mountain review
2,Orgy's sound is awesome!
2,Great!
2,Chilling!
1,Consider another brand...
1,Horribly Disappointed!
1,B+ undergrad student paper
1,her voice gets higher and higher
1,DissapointedConsumer
1,Need Sculpting Stick
1,Undead and Unreadable
2,Nice quality
1,A Let Down For Barker Fans
1,the condition of the book was horrible
1,"It's okay, but sometimes gets boring...."
2,Emergency Battery Extender
2,Crosby Alarm Clock Radio with CD Player
2,"For people who love Novas, they will love this book!"
1,Online docs will do...
1,Braking Clays
2,"Pretty oatch, nice colors!"
2,Rider-Waite Learning To Read The Tarot Intuitively
2,gorgeous artwork and lots to learn!
1,you get what you pay for
2,Very high quality product but time will tell
2,Perfect for Large Widescreen Laptops like Dell Studio 17
1,So... its a CD full of Savestates?
1,Good CD but scary lyrics
1,Very odd shoes
2,reccommended for anybody interested in feminist writing
2,"""All Fly Home"" by Al Jarreau"
1,Not as good as hoped
2,great speakers
2,Good but Heavy
2,Fantastic Crime Show
1,Tools not to be taken seriously
2,"Try It, You'll Like It"
1,Keep shopping
1,Infinity grill covet
2,Tried it again
2,AWESOME PRODUCT!!!
1,underwhelmed
2,Takes you step by step thru process
2,Thanks.
2,Excellent
1,Content - Great . Production Quality of DVD - Garbage
1,You get what you pay for
2,Fantastic product
1,Lasted a little over a year then ....
2,BFME 2 Witch-King/Angmar
1,Worst. iPod Player. EVER.
2,Delirious Madcap Adventure!
1,does not fit the MFC-456CN!
2,Pink Panther cd review
2,Book explaining prednisone
2,Good reference
2,I Loved It!!!
2,"Can beat the price, same quality as higher priced items."
2,Good price for the purpose
1,Just A Teaser From A Con Man
1,pretty bad
2,"Interesting, but short of thrilling"
1,Personal Dissapointment
2,Dream book
1,General Grant had different views on Lee's sense of honor
2,"Jansport--Great in 1980, Awesome in 2012!"
2,:-)
1,True Metallica fans will be disappointed
1,"Very, very dull."
2,David Weber is a true master.
1,"""Armored Firepower"" Misfires"
2,It works the way I expected
2,Remember the 70's?
2,Physical therapy for hip
2,Good Book
1,Dangerous toy!
1,Do not buy this cover.
2,Exellent phone
1,What happened to Valencia?
1,wanted the uncensored version
2,I Love Belisarius
1,Big Disappointment
1,Read the whole description before ordering.
1,WARNING**NOT A WORKOUT**
2,One of the best books I have ever read
2,Awesome product!
2,Well made shoes. Good price.
1,Don't buy this book!
1,Funny book
2,IT WORKS!
2,Amazing
2,Melissa and Doug Train Set
2,Awesome
2,more than chicken soup
1,Do not be blinded by the hype!
1,Unimpressed
1,bad business
2,Perfect fit
2,angelseyes
2,"Look great, work great."
2,Nice Read
1,A Horrible Book. Not At all deserving a Pulitzer Prize.
1,Way over hyped
2,Chapter One
2,Great book
1,Not suitable for indoor use
1,Doesn't quite work
2,Essential for any semi-serious photographer wanting to improve.
1,What is LEGO thinking?
1,Not what I spected
1,thriller? erotica? or else?
2,A great little day-pack!
1,Unhappy with product
1,3 Defective Phones from ATT and Counting
1,No working drivers and no luck
2,We Loved it
1,Too small
2,Thankful I found this product
2,Father's Day recommendation
2,out of the shadows
1,Extremely Long & Incredibly Boring!!
2,love Momentum watches and their customer service
2,Just like watching Chinese cinema
2,"No Troubles, easy to use"
1,Needs a warning sticker for difficult issues
2,A Work of the Enlightenment
2,BEST SHOW EVER
1,Doesn't work with iphone4
1,Rip off
2,You Are There!
1,Don't waste your money
1,For sales people
1,disappointing
1,The True Face of Satan
2,Thought it was great...
2,Harvey Mason Strong Work!
2,The Gift of Teaching
2,Blown away!
1,Poe is cool
2,A Must Read
2,"Easy to understand and impliment, creative"
2,Why I rated this book with 4 stars...
1,Hey Coupland!
1,This movie has no substance.
2,A hit in my house!
1,a padded short story
1,A Very Historical Overview of Interiors
2,Very good cream.
1,Wouldn't get another shirt like it
1,Spectrum Light Therapy
2,Great fun!
2,Sidekicks Movie
1,don't watch this crap ever
1,You Know You're In Trouble When They Can't Afford Horses!
1,ouot-of-date map
2,Nourishing blessed Names of Allah
2,Almost great
2,Works Great For My Dog
2,A must have
2,Soultouching
2,Madison Isn't Black
2,Hard to put down
2,Sensational !!
1,"""Based on"" a true story"
2,Cool Classic.
1,History observed through Hollywood goggles
2,It's functional
1,DANCER MAKER REVEIW
2,Great Formula review
2,The Gift
1,What an incredibly BAD book
1,Worked twice and never worked again
1,Cute Initially but Not Challenging
2,The Best Noah's Ark Book Ever!
2,Wedding Goddess is divine
2,Shipping Labels
2,Absolutely beautiful!!!!!
2,A comprehensive TASTER book!
1,Preposterous Excuse for a Book: Shameful
2,Very convenient hot water
2,It's great but it could be better.
1,This is a waste of 90 dollars
1,Good comfort but a slight problem....
2,"""I hate apples that don't taste like oranges!"""
1,I agree with the last review!!!!!
2,What a Miracle
1,Not very happy here
2,Great Mystery for all You Hitchcockians
2,"Tinker, Tailor, Soldier, Clown"
2,Awesome aid in relieving migraines!
2,Beautifully written
1,Very stupid
1,Not quite what you're looking for
1,The Girl With the Dragon Tattoo
2,Range Clean drip pans
2,This is the best Cuban/Carribean Recipe Book
2,Best witch book i've ever read!!!
2,different
1,hated it!
1,no tokyo no x no erotica
1,Nice attempt but ...
1,"Lousy Sound -- Get ""Complete Set"""
2,Awesome
1,"This is Josh's evil twin, right?"
2,First Alert CO615 CarbonMonoxide Alarm
1,Silly and insulting
1,not really worth the 50
1,Not exactly Zahn-quality
1,Horrible
2,Brooding+complex+too cool for his own good = excellent disc
1,"A waste of money, time and effort..."
1,Disappointed
2,CD review of the Zydeco Farmers Album
1,Brad Pitts Character Too Over the Top
1,I do not recommend this vacuum
1,The Bird Has Flown
1,Just AWFUL!
2,Excellent product.
2,MacGyver
1,The Jason Bourne Collection DVD box set
1,AWEFUL!
2,Lost bakeware now found.
1,To many questions.....
1,Blu-Ray version washed out and colorless
1,Sigh
1,"great price, short life"
1,Another poor title from Mr. Heinz
1,poorly written and confusing! not even worth its price
2,"On ""Slings and Arrows"""
2,SONG IN THE TRAILER
2,Swing into this book!
1,Not for this Dr. Phil Fan
1,Poor Product
1,Not the One
2,Great Compliment to The Ulimate Weight Solution
2,Every Couple Should Read It
2,May You Always Have Pleasant Thoughts...
2,Good customer service
1,very scary
2,1970s film where the bad guy is a crystalline microscopic entity
2,Good creepy horror movie
1,I couldn't finish
1,DO NOT BUY!!!
1,Junk
1,review center fold ramp
1,PIECE OF CRAP *BEWARE*
1,Warranty?
2,3:10 to Yuma (Special Edition)
1,leather fanny packi
2,Mostly already realeased and the packaging is horrible
2,reviewing by music only
2,2nd year in a row ordering these for making holiday gifts
2,The Fier of His Holiness: Prepare yourself to Enter God's Presence
2,the holy bible of telecaster
2,Francis exhibits maturity in writing as he finishes career
1,Historical inaccurate
1,Worth neither the money nor the time!
1,Depressingly awful
1,Just stopped working
2,Damaged package
2,comfortable durable leather
2,Can baby sit in this tub?
2,Wow.
2,The best for 4-legged soccerballers
1,here we go again
2,A Tooting Tour de Force
1,Retained Mode is Dead
1,"Watch the South Park episode ""The China Probrem"""
1,sands of time
1,Interesting.
2,Must let go of the Old Rush-reluctantly
1,Not the best
1,Don't buy this for the Iphone
2,Busy little bee!
1,Not your mothers revere ware
1,This series of tapes were defective.
2,respect it
1,AWFUL!!
1,capitol collectors series
2,Current Obssession: Loudermilk
1,returned it
2,Great and Fun Workout
2,Buy it!
1,YOU GET WHAT YOU PAY FOR!
1,Save your money and learn to light...
1,Shine it up real nice but don't read it
2,Excellent
2,Not the typical Anita Blake...
2,bargain kitchen tool.
1,At Least It Doesn't Weigh Much
2,Lots of bang for the buck
1,Blech
1,Horrible
1,WHEEEERES THE BEAST??
1,music intended to portray spiritual death
2,great book
1,Worked great first 2 times & during 3rd use it died!
2,Cool! Not too shabby! (:
2,Mickey Gilley a star ONLY because of Urban Cowboy?
2,Wonderful Book!
1,This is too Rocket Science
2,Absolutely Amazing!
2,best small pump I have ever used
1,Next please...
1,not as stated
2,Great latin soul oldies
1,Bad choice
2,A good product
1,Too pricey
2,This is the book for keen amateurs
2,What a good find!
1,Used
2,I Love Vampire Stories
2,Great cell phone memory
1,overrated junk
1,"Biased, Non-Factbased"
2,Great Starter Set
1,Poor quality cable that doesn't match the picture
1,Soemewhat disappointed
2,Love The File Cabinet!
1,I hate this aquarium
2,LOVE IT!!!
2,Great Product! Just sticks out a little to far
2,Great toy
2,great workout!
2,excellent book
1,"Camera takes pictures, but good luck viewing them!"
2,Not the best Star Trek ever but Great Price
1,Needs lots of Update and improvement
1,awful
1,Not happy with Creative.
1,"Boring, very boring."
2,Awesome!
1,Great if you like crumbs
1,BIG disappoinment....terrible ending
1,"C'mon, C'mon"
2,Awesome!
2,Good movie and good extras
2,Housekeeping by M Robinson
1,Very Disappointed
2,Safekeeping
2,Deep Blue
2,"Wonderful, Wonderful!!!"
2,Brilliant book-film translation
1,How much of this did the Rock actually write?
2,Good songs
2,emotional but excellent read!
1,SAVE YOUR MONEY!!!
2,search bible codes for your own names and more
1,Not long lived
2,I loved this test
2,Centers on Smalltalk and C flavors.
1,Holes
1,SEVERELY DISAPPOINTED!!!
2,"Hilarious Movie, Politically Incorrect, Some Outstanding Performances"
2,BEST EVER!!
2,Karma...simplified!
1,Piece of junk
1,you should FLUSH this cd out
2,Amazing odyssey
2,Great Opera and recording from Kirov
1,Bad advice for selecting an architect
2,The BEST BitH CD EVER!
1,Zero Stars
2,History
2,Excellent movie - August Rush
1,this album is by far not her best
2,Robin Trower - Putting It Straight
2,Great Read
2,Compact Phono: Portable And Plays 78 RPMs
2,Ear Plugs
2,"""Sound Design"" Changed My View of the Art of Sound for Film"
1,Consider another brand
2,Review
1,Kinda Cheesy but it's tv
2,Sexy...and hilarious!
1,northanger abbey
1,just too dumb
2,Phyllis
2,"Liking it, good product"
2,A Hippie's nightmare; A Square's nightmare
1,Not recommended
2,Squirrel Proof Bird Feeder
1,PLEASE BRING BACK THE OLD FLAVOR
1,4 reasons for watching this:
1,Bored
2,swingtime
1,Motorola Mobile Phone Tools 4.0 for all Motorola Phones [Retail Packaged]
2,Same SD card as all the others. Great Price
1,No Ball
2,Great!
2,The social commentary really begins after the movie ends.
1,Not worth the money
1,intriguing plot but ...
1,Only Connect - Not a Chance
1,stay away from this Brand name. it sucks.
2,A Great must have book
2,Worth Every Penny and More!
2,Crumb family comics
1,Bill Cooper Was Clinically Insane.
1,"The meaning of ""intimacy"""
2,Remember Affair to Remember?
1,If incest turns your stomach...
2,"Love the musical, LOVE the soundtrack"
1,do not purchase this router
2,Excelent !!...
2,world record
2,"Very good, but..."
2,absolutly amazing
1,Enough Is Never Enough 4 Some
1,Way too drawn-out; The series should have been one book!
1,Terrible Movie Waste of money and time
1,Not Durable
1,Poorly written and boring
1,Classic book for intermediate to advanced players
1,Way too long
1,bought it as a gift for someone else
2,The answer to success or failure in business
2,Good starter telescope
2,"Excellent, and does what it's supposed to do"
1,Ultimately Annoying
1,Horrible sharpener
2,Didn't Read
2,"He has truly entered the ""world music"" genre!"
1,Ted's way out of tune
2,Thank you England for bringing Watson to America
2,elegant and tasteful
2,Everything you wanted to know about keynes but were afraid to ask
2,not bad
2,Spelled with a silent J?
2,Good as Die Hard 1
1,Check what region your in....
2,great product...
1,giant garbage pile
2,Taking Chance
2,A Will of Its Own
1,the worst piece of crap to ever hit music stores...
2,Just as good as the higher priced brands
2,great product
1,Awful Taste!
2,We love this trailer!
2,Better than expected.
1,Ick!
1,this cd is great!!!!
1,The last three minutes of the movie were COOL!! the rest was...
2,The most non-whack tracks ever.
1,"149 pg's of rehash, not worth .10 per page."
2,"Enchanting, artistic, and captivating"
1,Homeschool enrichment teacher
2,Poor quality
1,Run away!!
1,Avoid this album. I mean it.
2,Rugby on the Box!
2,Who Does not love This
2,One of the best ever.....
2,As Long as There's a Lil' Kim People are goping to Hate
1,only one speaker works on this radio
2,Underrated and Underappreciated
1,Nothing rare here.
1,Awful
1,STAR WARS EPISODE II ATTCAK OF THE CLONES : BOUNTY HUNTER
2,Student
2,mind game
1,Left hanging
1,Not a good buy
1,"The Descent was Good,The Descent 2.. NOT SO."
1,I Purchased Two!!
2,Great GI Joe Fun
2,a great partial soundtrack
2,very nice
2,Joan Armatrading
1,Horrible Horrible Movie
1,directions are in Japanese
2,rolling along
2,Still Amazing
2,Not the average
1,This product SUCKS!!!
1,Big mistake I wish I had read the reviews first
2,Received as a Christening Gift
1,Clash of the 80's Hair Band
2,Great!
2,Good Disc
2,waynefan
1,No-Link Toslink
2,A nice toner that does not dry out the skin
1,2004 Usagi Yojimbo Action Figure
2,"Well, I'm still horrible - but it's not Living Language's fault"
2,Makes great water
2,"Best value 20"" Flat screen TV under $200"
1,Disapointed !
1,It's OK
1,"Not Lego, but fun"
1,Dissenting opinion
2,The best read of my life.
1,"Good cast but dopey script, stupid characters."
2,Great chair - perfect for little ones
1,Anything but a value.
2,It shows you the picture on the box
1,Sadly not a major update
1,Very boring; returned the book after one day
1,Horrible quality
2,Entretenido
1,Why was this made?
2,Video study guide
1,Not as good as reviews put it
1,Packaged wrong
2,good read
2,WOW
2,articulately ugly
1,"Stay Far, Far away from this CD"
1,not for the very young
1,Just go ahead and spend the money on Band-Aids
2,Red DVD
1,You get what you pay for
1,Returned to Amazon
2,"WANTED STEAK, got hamburger, but good hamburger"
1,The extra disc
2,"clear, easy to understand handbook"
2,"A oldie, but a goodie"
2,Good protein drink
1,Broke and haven't even used it.
2,Book Club Read
2,Excellent first reading books!
2,Ultima is almost the Ultimate!
2,"an amazing, unexpected read..."
1,INCONSISTENT PRODUCT
2,great!
2,open your heart and not your brain
1,"Good call, Gus"
1,Buyer Beware
1,Not Fair
2,Hogan does it again!
2,If you are a writer- you need this book.
1,does not work for mmc cards
2,Pure Poetic Pleasure!
2,YOU NEVER KNOW WHAT'S IN THE DARK!!
1,NOT A USB HEADSET
1,IS YO-YO STRINGING US ALONG?
1,2 years later
1,nasty
2,A Must Own!
2,Above Average Cleaner/Conditioner
1,I disagree
1,VERY BAD
1,The Fairy Tale is Over Success Was Not Achieved Here
1,I love Bob Marley but
1,Lesson 1: how to destroy an extraodinary show
2,Great for the WW1 airplane enthousiast
1,Save your money
1,This book is terrible
1,Poor quality
2,Outrageous price!
2,Good Solid Action Movie
1,Sooooooo Disappointed!
1,Clips are not representative of the songs
1,Okay speed but loud!
2,A classic
2,Best way to get rid of ear wax!!
2,"A ""Must Read"" for all Webmasters"
1,Never came
2,Beautiful necklace
2,Powerful reading
1,OK for light home use but not heavy duty use.
1,Joke Book
1,Great Movie!---Poor soundtrack :(
2,"Beautiful, Hypnotic, and Authentic"
2,In a word...hot!
2,The only bodybuilding book you will ever need...
1,Snow falling on Cedars - Predictable
1,one star compared to his previous album
1,Works as good as their software!
2,Noisy crunch which puppy loves
2,Good Product
1,This BOOK Doesn't Deserve a Single Star
2,Class Presentation
2,Great puzzle
2,Polish Golabki
1,Sensational
2,Finding a place called Home.
2,OUTSTANDING!!
1,It can and did get worse
1,Way too much summary
2,Very good
1,"As if SoftImage isn't hard enough, this book makes it worse"
1,Get Your Green Thumb Ready
2,Very Good Quality
1,Kindle edition has DOZENS of typos
2,It's a wonderful movie.
2,One Of The Best Bibles Out There!!!
2,Amazing!
2,Overlooked Godfathers of DOOM!
1,"Actually, no stars..."
1,Not worth it
1,wrong product
1,if i was rating each video
1,DO NOT BUY THIS PUMP!!!!
2,"The sooner you read this book, the longer you will live!"
2,This goes for my favorite girl rapper.
1,Interesting Movie
2,Idiot girl from the get-go
2,Best coffee from home ever!
1,My head hurt worse than when I ACTUALLY dropped acid...
2,Enchanting children's book
2,Holes is really awesome
1,"Love Jerry and Dean, just not this version"
1,code
1,"Great idea, poor design"
1,The Duchess
2,Funny and Witty
1,Lasted 5 months then stopped working
1,so-so
2,"VHS very good new , very nice seller , I recommend !!! Thank you"
2,Very Pleased!!
2,Wisdom 365 Thoughts from Indian Masters
1,its alright
2,Works Okay - but Dishwasher Tabs / Detergent Work Just As Well if not Better
1,Stick with WHITNEY HOUSTON
2,Creative and Practical
2,ADDICTIVE
1,stink
1,Pass This One By!
2,Very nice music box for the money
1,"Hated the movie, but the DVD quality is good"
2,Elegant and Simple
2,Love tv
1,Definitely take with a grain (or a ton) of salt
1,Bob's Low Carb Bread Mix
2,"""What a wonderful gift"""
2,A Beautiful Tapestry of Characters
1,ALWAYs broken
2,What are you waiting for?
2,"Blizzard of imagery, spectacular insights"
2,Turn your TV into a salt water aqaurium
1,Acting 101
1,Too hard to push buttons and broke within months
1,Where are the files?
2,Very relaxing if you enjoy birds.
2,You Beaut Aussie Goodness!
2,"A Great Help for ""Groom Seekers"""
2,"Awesome ""drive-in"" b movie horror flick... a must see!"
2,Fascinating Book of Magick
2,An excellent deck !
1,Breaks after a couple months
1,Don't even bother if you're tight
2,Very good
1,Duhhhhhhhh......
1,Died after a year
1,Not quite what I expected
2,VERY RARE CLASSICAL RECORDING
1,"Commercial lights on, nobody home."
1,ouch!
2,Perfect Book
1,Garbage...!
2,Exactly What I Wanted
2,Now I lay me down to sleep
1,CAUTION:: DO NOT READ CALL IT COURAGE
1,Disheartening
2,"A must see DVD - even if you disagree,"
1,One Man's Justice
2,Good for the price
1,Quality good but finding correct cartridges is a disaster
2,Workhorse - Still going strong after 17 years!
1,"Unreliable, cheaply made, poor design"
1,Skip this unless you want a scale that looks nice but doesn't work.
2,An excellent book on the conflicts in Central America
1,Difficulty watching Blu Ray on Samsung player
2,Such a wonderful story
1,Worthless!
1,WHAT A PIECE OF CRAP!!!
1,"Never, Never, Never Shoulda Bought It!"
1,bad
2,WELL I AIN'T NEVER
2,mikes review
2,Great book
2,Dragonfly Earrings
2,Science Fact Empowers Science Fiction
1,A drunk in flip flops staggers onto the Broadway stage...
1,MY REVIEW
2,see blue
2,Romeo & Juliet: Love at First Sight
1,The Lie: This book
2,Great Anthology
1,Don't bother
2,Very nice
1,Release Date
1,NO
1,Motorola H500 Bluetooth
1,Book was good but the movie wasn't that good
1,DON'T BUY THIS BATTERY!!
2,"Public Relations, by Philip Ault. Reviewed by: Adam Platts"
2,"Pad has worked great for years, wish the controls had hooks"
1,Acceptable at best.
1,No Foodnotes; Errors Abound
2,Having trouble with AA - there is another way...
2,Well built and sturdy
1,HORRIBLE!!
2,Best Curling Iron I Have Ever Used!
2,Bought this as a gift
1,A cure for insomnia...
2,GOOD FOR ACNE
2,A Most Excellent Book
1,A Tin Cup is needed
1,An annoying product!
2,Saved my laptop!!!
2,I LOVED IT!!!!
1,Over Hyped
1,no
2,product is as mentioned
2,Beautiful writing
1,What a Let-Down!
2,Good read!
1,too short
2,"A great resource for all cooks, not just gluten free"
1,SUCKS!
2,A Must For Bright Eyes Fans
2,informative and straight forward
2,Nice family game
2,My turtles are not on dlugs!
2,Pharoah's Daughter Book Review
1,"Practice What You Preach, Mr Schlesinger"
2,Good to relax to
2,Covers all ends of development
1,works great at first...
2,The Greatest Cd in the History of Music!
1,sux
2,Works like it should.
2,Not your grandmothers machine
2,disappointed
1,Look great but feel bad
2,...
2,MEMORABLE STORY OF A STRONG HEROINE IN THE LOST INCA CULTURE
2,The best!
1,Nice device for nonacademic use
2,How I met FUNNY
1,Plain old Boring!
2,Replaced my UPS bat
1,A four letter word....
1,Skip this early work of today well published author (also known as Amanda Quick)
2,Another Good Read
2,Great 80's pop music
2,"Easy to comprehend, hard to live"
1,Springtime For Hitler
1,Can't get it open
1,Glitches for All!
2,Party Hard....it's about time!
2,Another good game...
2,Iced
2,Tinker Foal
2,"great benefits, little expense"
1,Worthless item
1,man i was disappointed
2,Hard to find at general retail stores
2,Useful and Interesting
1,"No maps, but lots of oral history"
2,Much more accurate than a digital scale
1,Does not seem to do much...
2,The best bad movie ever made
1,"Good Effort, Pathetic Product"
1,Not worth the money!
2,"""Under The Pink"" is her overall best."
1,doesn't fit my 2006 Toyota Highlander Hybrid
1,Last King Book I Ever Purchase {or} Suckered Again!!
2,Good story
2,Incredible picture with a much-improved remote.
2,"pretty good, but..."
1,fascinating retro-driven pop
2,This software was chosen by Intuit for QuickBooks
1,Sahara's background music distracting & inappropriate
2,"Loved it, of course"
1,Flimsy design Flawed and expensive to replace
1,the dumbest book ever written?
2,A Book Well Written
2,LOVED IT....BATMAN THE SIX EPISODES NEEDED TO BE LONGER THEN 12mins EACH
2,Intriguing
2,Sony Mic is a winner!
2,A VERY USEFUL BOOK!!!
1,"Great bracket, junk strap"
1,DO NOT TRUST ELECTRONICS EXPO
1,don't buy this
1,The Greediest Band on the Planet
2,"multiple uses, ergonomic...elegant simplicity"
1,Does not work with Dell Studio XPS 9000
2,The BOLD truth
2,Sweet Sleep - Just What I Needed
1,I bought 30...17 are broken...
1,Not as good smelling as I thought.
1,Atomic (?) Clock
1,Obee don't know me
2,Quality Product
2,Neil Diamond; The Ultimate Collection
