class,review_text
2,"The line of the Kent famiy is followed through with Amanda Kent as the main player. Amanda, daughter of Gilbert Kent was kidnapped and held as a wife by an Indian brave until his death when she was released.She then married a fur trapper who also died,leaving her to m ake her living as a bar keeper until she was caught up in the Battle of the Alamo and again taken prisoner as the woman of a Mexican Officer.She was treated well by him and gave birth to his son,Louis. By chance, she met,very briefly, with her cousin Jared who had been searching for her for years and inherited, on behalf of his son Jephtha,the control of his share of a gold mine. Determined to restore the printing firm of Kent and Sons in Boston to the family control, she and Louis set up house in Boston where she battles for ownership of the firm from the evil Hamilton Stovall,the man who swindled her family of their fortune and business."
1,"I bought this because I like fantasy short stories and I thought the title was funny. There were only 3 stories I actually liked; TEACHER'S PET/Josepha Sherman, WERE-WENCH/Jan Stirling and BLOOD CALLS TO BLOOD/Elisabeth Waters. The rest were boring or unreadable. It has been 4 months since I got this book and its taken me this long to force myself to finish it. What a disappointment."
1,"I really wanted to like this book, and I did enjoy the first 250 pages. After that, the book's plot collapses into a confusing, gothic, absurd mess. It's really bad writing when - at the end of the book - the author has to have a character summarize/speculate the motives/reasons/etc. behind the murders. And even then, you'll probably be asking yourself, ""what?!""SPOILERS AHEAD - I can't even begin to count how many characters found out that who they thought were their parent(s) really weren't. They should have provided a chart at the end so a reader could understand how everyone was REALLY related to one another. And, the main plot of the book is to find out who murdered Honoria. Oh, you learn the man's alias, but you don't really know who he is and the ""why"" is a bit sketchy."
2,"The laws in real estate are constantly changing. However, the material provided in this course were very current and the overal quality of the book superceeded the need"
1,"This is the difinitive nu-metal album to me (and thats why it sucks). It is abosolute garbage, the only good song is 'freak on a leash'. There is zero talent in this band other than the johnathan davis, who should quit and find a real metal band. Terrible cd"
1,"Same exact experience as Ruppman and 71 Torino with XS 1500 - shows ""overload"" with only 1/5 capacity being used. Will not reset, battery replacement will not help, unit is a costly paperweight. Warranty probably expired (two years old). I could have made a much better purchase for $300.00... Not recommended."
2,"I loved this the first and second time I read it. I had itunder the title ""Red Star Rising"" I was disappointed as Ithought I had found another new book in the series. Where possible it might be best to list retitles somewhere. I thought the summary was familiar but didn't have access to the book to check."
2,"This CD is great for those who love the spaciousness of Rypdals compostions but also enjoy his rock style electric guitar work. Here he gives both and it works beautifully, resulting in a thoroughly satisfying album. His acoustic playing is very thoughtful as well. This album features shorter pieces but with the same flavor of some of his more lengthy compositions. His electric guitar tones are classic Rypdal."
2,"He has periods in life, I like it, thats all I will say. Listen to the samples. He is gone now so anything is nice to have. Found & bought from Amazon when I was looking for his ""Live at cafe au Go Go( and Soledad Prison) I do not think you will be terribly disappointed"
2,"The music couldn't be more enchanting. It moves you,it takes you to a state of U4. Massive Attack created some of the most complex soundscapes I have ever listened to!!"
2,"This is perfect for me. I enjoy keeping records of my hunts but never had a very organized way of doing it. The front of each page has fields for Date, County, State, Hunt Location, number in party, license type, permit stamps, permission granted, scouting by:, special requirements, species hunted, legal start time, legal end time, gps of starting position, cloud cover percent, barometer, wind direction ans speed, moon phase, temp and notes, glassing optics used, hunting methods, rut phase, rub or scrape marking/locations, scents used, locator calls used, decoys used, bait/feed used, sightings, firearm, caliber, type of ammo, bag limit, boone and crocket score, general health/appearance of animal. Then the back of the page is lined horizontally with dotted lines vertically that can be used to write anything you want. I list the gps points where I hunt and what I saw there. Waterproof paper."
1,"My fiance and I bought the book, and the two work books and were very much disappointed. It's focused on Christianity specifically, treats men and women as if they were two great masses of clones, etc. Multiple choice has a lot of room for interpretation - dangerous for a defensive person to be doing. I recommend the power of two workbook instead."
2,"This is truly a great paper trimmer. I agree with all the good reviews.One fair warning though: while mine was new as indicated, the blade had issues. It was not properly sharpened, and it was bent ever so slightly. It could not even cut a sheet or two of regular paper.I took it to a professional, and for about $20, they straightened it and sharpened it properly. After that, it cuts very well and stays sharp for a good while."
1,We do not think this video is worth purchasing. After receiving it and viewing it we were disappointed in its storyline and also the quality of the tape itself. I didn't think I would find a Tom Selleck movie I wouldn't want to watch but this is the one.
2,great job on this remake of the 60s it was my favorite when i was 8 and i love what you did to it now i can listen again in the 90s over and over again
1,I did not like most of the recepies that were in the book. They were too exotic for me. A couple of the desert recepies were ok and I did like the color pages that showed the food.
2,I bought these to be part of an entertainment unit I was creating myself. These were so easy to assemble! Like 10 minutes and there you go! The weight and quality is unreal for the price (especially if you get them on sale at the store for 74.00 and don't have to pay shipping!) I will buy more of these and would tell anyone hesitating about quality to go ahead and order because you won't be disappointed! - If they only had an entertainment center that matched this collection! Anyone who finds one let me know where Please!
1,"I didnt really like this book, I didn't find it scary at all it made me unintrested and not want to read it. There was really no mistery to keep you on the eagde of your seat."
1,"I also had a major problem finishing this one. One night I had chronic insomnia,a nd I managed. But only out of duty. Like many of the other reviews here, the book was spoilt by the author spoliticing, and all that on top of an unbelievably dull and unoriginal plot. Zero stars.Ralf"
1,"Lately, Motorola has been making horrible phones.This is the worst phone I ever bought.1. The battery doesn't even last for a day on standby and only about 45 mins talk time. The handset just goes dead in a day without warning.2. The handsfree speaker phone is bad.3. The door for the battery compartment on the base unit is almost impossible to open.4. Usually phones sort caller-id by the time the call was received at. But this phone doesn't even list the caller id in any order.I even exchanged the phone thinking I may have received a defective one. But the replacement turned out to be as horrible as the first. Don't waste your hard earned money on this junk."
2,"At first I thought it was going to be another boring books about bombs, boy was I wrong. This book will teach the novice everything he/she would ever want to know about the subject. With the stunning color photos and in-depth drawings of various bombs this book is a perfect buy."
2,Worked very well and I am very happy with this product. They create a smooth appearance when wearing clothes that are fitted. Excellent purchase.
2,"If you look at the title ""Dinosaurs on a Spaceship"" and think ""That's silly. I won't like it,"" then you won't. If you look at that title and think ""F*#$ yes I want dinosaurs on a spaceship. And throw in some Egyptians,"" then you will. As a bonus, Mitchell and Webb!"
1,"Being that I am a history buff, I was so excited when I bought this book. I couldn't have been more wrong. Normally, I can finish a book in six hours; this book took me three weeks. I kept falling asleep reading it!There are no characters or a plot, it reads like a term paper--just facts and dates. It vaguely mentions the lives and events of the ordinary people in the year 1000, and it appears that the authors didn't make an effort to even try to make this book interesting.Do yourself a favor and do not buy this book, unless you need help falling asleep."
1,"This book started really strong and started dying about half way through. The first half flowed pretty nicely, the authors all had very close styles of writing that made it really enjoyable. About half way through, one of the big characters just disappeared and became a minor one, the styles of writing changed, sex and violence suddenly were added in what seemed like a PG-rated book, and the flow of events suddenly changed and left you confused. At the end, things seemed to make some sense, but at the same time your thinking ""What?"" Started strong, ended badly. Too bad too, I really liked Booger."
1,"Don't bother getting this book. Several of the things it says to do are illegal, like go do Graffiti, & get arrested, Other's most people will not able to do such as get a painting in a gallery or write a great American novel.If your want to do something fun and new save your money use Google, & take the money you saved & buy something fun."
2,Classical Christmas was a very beautiful rendition of Christmas music. I'll be adding it to my CD collection to play at Christmas time in the future.
2,"A wonderful book about best friends living the basics of life: love, tragedy, dreams, reality, growing far apart, growing close together, humor, sensitivity, probing. The kind of book to give friends of all ages who face life full force and grow. These two wonderful African American women, whose lives were strongly shaped by their race and their gender, but with a story that transcends all isms. ""For the first time the past they shared met the women they had become, and once again their dreams forthe future included each other."" Honest, clear. Great read."
2,"The lovers hide their feelings; overcome many obstacles, finally (after four years of separation) find one another and express their true feelings. The reader comes to only one conclusion: they live happily everafter."
2,Two things make this tape unique: The thick rubber housing around the tape. If you drop it no damage is done to the tape or the floor. The rubber housing also sits flush with the end hook on the tape to protect it from getting bent. The one inch blade is easy to read and always fully returns in the housing.
1,I saw one of these knives and just had to have one. should have bought the one with the fixed blade.REtracting this blade is ridiculous.Sure it can be done by working the knob but i cut one piece of drywall and had to loosen it so much to get the blade to move that the knife was ready to pop open. what a joke. Oh and my poor sore thumb from working that big knob!!!
1,"As much as I enjoy Slim Man and Bona Fide on stage, sorry, this CD doesn't have any of that magic vibe in the recording.Slim Man has a certain on-stage vibe, but it doesn't translate in recordings, least of all this recording.See him live? Yes.Love this CD? No."
1,"After having read this ""novel"", I long for the days of ""All that Remains"" and ""Postmorteum"". The author has attempted to write the worst book she could have written and she has been successful. There is absolutely no plot or anything of interest to hold the viewer's attention. West, Hammer and Brazil were far more interesting in the ""Hornet's Nest"". I will put this implausible puppy aside and wait for Grisham in three weeks. Let us hope that the author returns to Scarpetta next year. It is unfortunate to have go two years for a quality book from an author who has demonstrated such talent. Save you money and wait for the movie."
2,"Interesting book. As above, Vigoda got it right. Read this book on a dark windy night and wonder what tomorrow brings."
2,"Don Pullen is an extraordinary pianist of genius. It is a wonder why this world of music does not recognize true genius when it comes on the scene. We idolize the Pavarottis and the Perlmans,the Armstrongs and the Jacksons but unless there is a concerted effort to make people headline stars true genius gets little or no recognition. Pullen is an improvisor on the caliber of a Mozart or Liszt and it is truly evident on the CD ""Live at the Village Vangaurd"". We can praise an Ellington to the skies and immortalize him and it is time to start to look to our great artists like Pullen and put them in the pantheon of of true geniuses of divine inspiration."
2,"If your at all interested in getting a Golden Retriever, by all means get this book! It is full of information that you need and should know. It tells you more than other books I have read. When I am ready for a puppy, now I know its the breed for me!"
1,I used these gloves once under my boxing gloves and the gel beads started to leak. After just one use! Bad quality.
1,"""Up to the minute"".???Hardly!!March 2005, the publication date, is a loooong time ago in ipod years, if you have one of the new models, video 60 Gig for example, you will be sorely dissapointed, it talks about the nano and photo i pod as the ""latest edition to the ipod family"", well they are now teenagers and probably due to be retired at any moment, ipod mini anyone? Those things are Neolithic now, yet are given too much space in this ""up to the minute"" book as if they had just been released!Go to Borders, look thru their ipod books and find the one with your ipod in it, if you have a brand new one as at May 2006."
2,"I grew up watching Tyley Ross onstage (in Tommy, Miss Saigon, in concert, etc) and always admired his singing and diversity, and when I got word of EVOC I was thrilled that he's ever-evolving and still singing.I bought this CD the day it came out and I haven't stopped listening to it yet. EVOC has maintained the musical integrity of the opera it presents and has only heightened it's excitement for today's audience. I can't wait for more from them. Keep singing Tyley!"
1,Amazon: This chipper was not what we expected. We had to feed leaves by hand and was disappointed in the way it mulched the leaves as we were trying to bag them with no luck from the mulcher into the bag. We received a confirmation of our refund 2/9/07. Our Amazon-Chase card has not been credited for the amount as of 3/1/07. The chipper has been returned. Will be waiting to be credited for the amount of 215.96. Thank you
2,"it would be better if you could purchase additional slides. My son is a science nut, but even he has tired of looking at the same group of slides over & over. You can put other slides under and look at them but you don't get the great info you do with the set that the microscope came with. It is a wonderful toy for a budding scientist or entymologist, though!"
2,Just recieved this. I was able to read it in about an hour. It is a shorter version of other books that have been written about the zero fighter. It goes into the design development testing & combat of the zero. The is a very short list of zero aces short biographies like can be found in books by Hata & Sakaida. At the back is a nice little breakdown of the different versions & fighters developed to replace it. As well as a few army planes. If you have other books about the zero it may be best to save your money. A lot of whats in here is a repeat of those other books.
2,I love that she isn't afraid to tackle the most difficult of parenting issues and offers practical and very specific solutions that can work for many. Her approach is firm but loving. I agree with others that it is not a completely well-rounded book and doesn't address prevention of situations which is crucial.Enjoying the Ride
1,"I have followed all instructions, I have cleaned the filters regularly and this piece of doggy doo won't pick up the smallest of mess on the floor. I realize I only paid $50.00 for this piece of junk, but you would think that companies would take some pride in the quality of the products they put their name on. I guess if you don't have the budget to spend $500 on a vacuum then you are just out of luck."
1,We installed new six years ago. After 3 years the faucet stuck in open and we had to spend nearly $400 for a new faucet plus the plumber. Now the hot water tank is leaking and we had to buy a new tank for over $200 and pay a plumber to install. So count on replacing the initial cost time and time again. The company obviously has not got good designs and just wants to sell replacements that cannot be repaired.
1,"After loving the time travel books, this was a disappointment. I never really connected with the characters, and while there was some interesting information about the Civil War and General Lee, I never really figured out the point of the book."
2,hardest part was getting it out of the packaging. after that it was smooth sailing
2,"Even though this book was as advertised, it did not contain all of the information I wanted. I experienced no problems with the return."
2,"I have been in a relationship with a man with a narcissistic personality disorder for 13 years. We have 2 children together and I am also raising 3 of his older children. For years and years and years, I have been so unhappy and confused and this book has opened my eyes to what is truly going on. I devoured it in 24 hrs and it has given me the courage to start the process of self-healing and assertion. The only reason I did not give it a 5 is that I would have liked a bit more specific 'instructions' on where to go from here rather than the strong advice to seek therapy, which I cannot afford. But overall, the best book to help you understand and to start with."
1,"They call it ""200mg"" but in reality it is only 16mg of Resveratrol.This is very misleading.If they are willing to be misleading on their webpage and label, I would wonder about their quality control and contents as well.I won't trust them again."
1,"Terrible, terrible, terrible, is all I have to say. I watched this with my mother, a college professor and fellow literary aficionado.I really don't understand people who applaud this movie. Hester Prynne's eyes looked like she was blind, they were so white. It was distracting and very strange. Pearl was just odd, and Roger Chillingworth looked like a mad hatter. Which he is, I suppose, so there's that.Rev. Dimmsdale is rather handsome, but that is not the point!!The camerawork looks as if someone filmed when drunk, it's so cheap.The entire thing looks like some middle-schooler's lame attempt to make a little movie.After reading The Scarlet Letter, I expected--nay, hoped for--an accessible film version of the classic. Disappointment, disappointment, disappointment.Personally, I really enjoyed the Demi Moore adaptation of this novel."
1,"The charger failed and ruined the battery. Replaced the charger and battery and the replacement charger failed. Bosch did a recall on the 14V model due to the charger, but I have not seen a recall for the 12V model although there must be a similar issue."
2,"I was please to find this hard to track down book. It was in perfect condition when I received it, still even having a protective plastic wrap on the book!"
2,Love the sound from this woofer . I purchased this around 2 weeks ago and Amazon got it to me fast ! This is great for the home surround sound and the bass sound is excellent by giving enough bass but yet it wont rattle the windows . It also has the volume control button on the back of woofer and also the on and off switch is on the back which is convient if you have little ones around the house . Nice woofer for the money .
1,"I ordered these for a 2007 base mini and they don't fit. In any case, they aren't even close.UPDATE: after some research it looks like these are meant for the convertible only. If that's the case, the choosing tool and description need updated. I ordered the EUR1204s so I'll see how that goes.UPDATE #2: I finally installed the EUR1204s which fit sort of as long as you have a grinder. The inside shoes do not fit and need to be reshapped to be installed, so I guess they really don't fit. The shoes are larger than stock and hang over the inside rim of the rotor. I kept the OEM shoes and will take them to a local shop and check the fit next time I need shoes."
1,"The buzz I remember from this when it was a theatrical release was how Natalie Portman's nude scenes were cut. Aparently they also cut the interesting and engaging dialog also. This could not have been any worse if they cast the teletubbies as the 4 characters as the actors. For the guys out there the strip club scenes did not have any nudity. Not that a film needs nudity, but this was a symptom of the pollitically correct crowd ruining a film. Not at all believeable acting. This film should be banned as a terrorist act.I hated it, and threw out my copy, rather than sell it and subject someone else to it."
2,"When it comes to choral music, i love clean and well tuned voices, thick, solid, clean, and well sung. All the music in the cd inspires the cathedral and pure choral music that is at its best form. You just have to listen to this music. If you love choral music and if you love excellent vocal A'Capella music, this cd is a must."
2,"I like it very much. It is very quiet, lite and pretty color. I am doing kitchen renovation and using this vacuum cleaner is a big help."
1,I ordered this item but received an alternative. What I ordered used 2 AAA batteries & weighed 1.12 ounces. What I received uses 2 AA batteries & weighs 2.5 oz.
1,"I recently watched this movie, hoping to see a quality rendition of Hawthorne's classic novel, but I was disappointed with Moore's performance. I'm used to seeing Moore in action roles such as G.I. Jane and Charlie's Angels II, so it just didn't see like a good fit for her to be playing a stuffy Puritan. I couldn't take her role seriously in the Scarlett Letter, particularly with her accent. I just about gagged in one scene where she says, ""Reverend Dimmesdale, I must apologize for my forthrighteousness on Sabbath last..."" Um, does that mean, ""I'm sorry I was so blunt last Sunday""?This movie would be so much better to watch with a different acress."
1,"The price on this set was great, and I thought it was a wonderful deal at first. However, this dvd set has not been re-mastered at all- movie quality is worse than I remember Little Rascals beings. Also, over half the episodes are more of a ""history of little"" rascals with commentary as opposed to the DVDs that contain only episodes. Out of 4 DVDs, I think only one (poss two) have Little Rascals Episodes on them (as opposed to the ""documentary"" of ""Our Gang."" I was disappointed. Next time, I'll spend the extra money to get more episodes."
1,"I bought the three stooges curley classics and couldn't get it to play at all. The dvd player keeps telling me there is NO Disc in player. So i went out and Bought the Three Stooges Collection with Spook Louder,All The Worlds A Stooge and Curly Classics in it and guess what Spook louder and All The Worlds A Stooge play great and the Curly Classics one don't play at all the player is saying NO Disc in player just like the first one i bought i think they better look in to this matter.I would like to know if anybody else is having this problem."
1,Worst thing I ever saw. Half the time the video is not even on the subject. The video is around 10 minutes long. The instructions for the tricks are on an audio cassette. Don't waste your money!!!!!!
1,"I purchased this book hoping that the other reviewers were wrong. Guess what, they were right! This book was really bad! The only reason I did'nt give it one star was the storyline was intresting, but the writer did'nt know how to make the most of it."
2,"Edred Thorsson is one of the foremost experts I know in rune magic. His book is scholarly and very well fundamented. His knowledge and understanding of Norse and Germanic languages, mythology and cosmology is made clear in this book, which deals mainly with runic archetypes and runic talismans. In this book you will find interesting and profound rituals/meditations to attune yourself to the runic archetypes and memes. THIS BOOK DOES NOT INCLUDE DIVINATION TECHNIQUES, which I find a positive point, just as a good book on astrology should not include 'general' horoscopes."
2,"I'm new to digital and wanted an easy camera for quick shots. So far the vivitar 3935 has done well. It takes much better outdoor photos, it appears to need lots of good lighting. The software sent with the camera is very basic but alows you to make some minor editing, resize images, etc. I've been using a 128mb sd card for memory and it has worked very well with no problems. I stored aproximatley 50 pictures on it from one day and had space left for more. In the ""fine"" quality setting, pictures were about 10mb a picture, so if you want a lot of large photo's you may need a bigger memory card.My only concern so far is the poor battery life. It lasted me aprox 45 minutes taking 15 photos-After that it was spent. I purchased a pack of 4 w/charger. They seem to work well for swapping.I purchased the camera for $149 and belive that the battery hassle is worth the $1-200 saved compaired to other models."
1,"this stuff is worthless , it is basicly fine carbon and some resins stuffes in a fine mess bag, problem is the media bag its in is so fine and the contests fo fine , its hard to get water to flow thru it and quickly clogges up . I have gotten better results using a high quality pellet carbon . Dont waste your money on this crap"
2,"I've read the book. I've tried some of the drills. I've cut off a few strokes for every 25 yards. The ideas in this book make a lot of sense to me. I wish the author covered fly, back, and breast, too. Now, I need to see what my ""real"" swimmer friends think of the book."
1,"I have almost a complete set of dishware and bakeware in the Sango Blue. The items I received over a year ago were all of good quality and arrived in good condition. Sadly, there have been quality and breakage issues with my latest purchases. My casserole dish and lid arrived in one piece, but the lid has several obvious flaws in the glaze on the lid and so is not aesthetically pleasing. I have yet to try baking with it to see how it holds up to heat."
1,"I ordered this book primarily as a filler to get free shipping. As such, it did the trick perfectly. Otherwise the china dollis pretty bad. The doll is printed on cardboard, but the outfits, of which there are eight, are printed on paper similar in weight to copy paper. Nothing is perforated at all, making for substantial work cutting things out. This will not last more than a day or two. Sure, this is only $1.50, but I do not think it is even worth that."
1,"It was not clear from the ad that this product was made only for GameCube games played on the Wii; we wanted an Action Replay for Wii games. It took weeks to hear back from the vendor, and their 45% stocking fee made us not want to take another chance with them."
1,"First I had problems installing the game. If you have Windows 7, you need to get on the internet and download missing files for the game to even run. Nothing new or outstanding, but even on the easy setting, the advanced missions are impossible. Excitement runs out very quickly."
2,Is that sometimes people ignore the fact that this book is overwhelmingly depressing. But still an interesting style to read.
2,"I got this book after my classmates recommended it after passing the exam. This book helped me to pass the exam because it offers numerous practice exams, which offer questions and multiple answers that are framed just as the real exam questions are. It offers a practice exam to help you focus just on populations too. The questions are challenging enough, but not overly difficult as I have seen in other practice exam materials. For every question there are rationales explaining the right and wrong answers. It was very helpful and I recommend taking these practice exams shortly before the test."
1,"Horrible recording, a disaster.The voices are a shadow of noise, one cannot always hear what they sing because the voices are cluttered in a shadow of noise.The instruments are noise, one cannot hear the pitch and timbre. Something is there, but it sounds like ...what????More than 70% of what is sung cannot actually be understood for lack of sound detail.The instruments lack the detail of their sound and texture, you can't hear the notes for lack of pitch.One can see this is probably a good piece of music, but it's just wasted by such a bad recording.Way much worse than the mono recordings of the Beatles from 1961.A 40 year old cassette had better sound than this CD. That's how bad it is.My CD disc is made in ""Polo Industrial de Manaus, Brasil"", that's probably a hint."
2,CHUCK!! That's all I can think of on Monday night after a stressful day. I never missed an airing of Chuck since the stories and comedy mixed always pulls off one that leaves you satisfied everytime you watch it. I've seen many secret agent computer-tech turned into an agent themselves because of some accident or something happened to them. I have 4 boys in my family and we all enjoy Chuck every airing! CHUCK is a blast at comedy-action! SEASON 3 has got to air!!!!!!!!!!!!!!1 I couldn't live with out Chuck! I definitely will buy Season 2 blu-ray and give a set as a gift to someone for them to enjoy what I have come to love!
2,"Excellent book. Ivy is sweet and Ryder, so strong and dominant. Good book if you just want to relax and let go."
2,"This is a really great cd. All of girl repellent's songs are extremely catchy and has a great tune to it. When you listen to this cd, you cant help but sing along. I highly recommed this cd to anyone that likes pop-punk."
1,"I felt Cantrell's book was pretty much a waste of time. I've read a lot of books on Wicca and this one has nothing new to say. What it did have to say was kind of weak, and I have to agree with the other critical reviews here.But, take heart, there are some good books out there on Wicca. It's just that this isn't one of them."
2,"In this album we find an impressive blend of the simple but very captivating music of Umberto with the lyrics of Mogol (G. Rapetti), a real icon of the italian popular song, being the former ""other soul"" of Lucio Battisti in the golden era. There is a variety of ideas that is very good to hear yet not common and obviously this only comes after years of (good) work in this art. Beautiful work of art and the money is not waste. For a ""harder"" and more ""rock oriented"" pushing effect dig the former cd ""Il grido""!!"
2,"Another excellently detailed figure by 21st Century Toy Co. The detail is astounding right down to the bayonet clipping onto the barrel of his SDV Dragunov rifle. This is more for the grown up kid rather than little Timmy in the sandbox even though it can stand up to it. There are plenty of small detailed parts to loose, but that adds to it's apeal in a display case."
1,"I ordinarily like Stephen King, but he tends to get bogged down in details at times. This is one of those times. Leaving the extremely interesting story of Roland of Gilead and his current companions, King drags a story of lost love out WAY TOO LONG. Don't buy this--just skip to the next one, if it ever comes out."
1,"Well, after the first book of the Villains series. I had hoped that Mike Williams continue his streak of getting a little bit better... Unfortunately it was not met to be. This is the worst book in the series.. as opals are mentioned (again) but at a pathetic rate in this book and the adventure here is just not exciting and predictable... It's rather unfortunate since the Dark Queen is supposed to be the ultimate villain in Dragonlance. Not terrible... just not good. Average at best."
1,"The first word I said when I finished this book in one day since its only 126 pages was ""finally."" This was probabally the worst book anyone could ever read. Trust me, if your looking for a good read dont even look at this book. I know I might be harsh but, this book, quite frankly, Stinks. No facts, just a test that you would rather skip, then get an E, which I give this book, with an A+ being the best and and E, being the worst."
2,"I purchased this pool cleaner to replace a Kontiki cleaner that worked pretty well, but fell apart b/c I always left it in the pool (turns out that I can replace the part and keep it as a spare...if I need it!). I unplugged my old one and plugged diver Dan up to my old hose (kept the new hose in the box) and dropped him in, turned the pool on and sat and watched. My first thought was, man he is so slow! I gave up on watching him b/c it was like watching paint dry...lol. When I returned about an hour or 2 later I was amazed on how clean the pool was. Diver Dan moves really slow but picks up all the dirt without disrupting the surrounding areas and thus makes my pool far cleaner than my old creepy crawler style cleaner ever could. Diver Dan does occasionally get hung up in spots on the bottom, but he eventually turns out of it. My old creepy couldn't do that! I love Diver Dan, although we did rename him to Scuba Steve!"
1,"MY SCENE ARE SMELLY AND BRATZ ARE WAYYYYY BETTER. ANYWAY, WHEN YOU TAKE THE MY SCENE'S SHOES OFF, THEY HAVE TINY BARBIE FEET! THAT IS SOOOO SCARY. MY SCENE R CIPYCATS OF BRATZ, LOOK:MADISON=YASMIN AND FIANNAKENZIE=MEYGANCHELSEA= DANA, PHOEBE AND ROXXINOLEE=JADEBARBIE AND DELANCEY= CLOEMY SCENE SUK WHY DO YOU DUMB PEOPLE LIKE THEM? BRATZ DONT DRINK ALCOHOL!THATS ALL"
2,"My wife and I love to cook. We must have a dozen cutting boards, from the County Fair purchased flimsy plastic 24""x20"" monster to the tiny 5""x8"" poly to the heavy wood block beast (that we hardly ever use). By far, this is the first board we grab. The board does have a little bit of flex when chopping - the rubber side grips raise the board of the countertop just a wee bit.Pros: size allows for many sizes of prep jobs, rubber ends prevent sliding, built in liquid catcher groove thing (yeah, thats the technical term).Cons: none foundRecommendation: Buy today. Wait, buy two. Trust me."
2,"I am a long time fan of Classic Pooh, and my husband bought this for our son and myself to read together.We have probably read it 500 times since March! My son loves the pictures, and love to point out Pooh and Piglet, and all the other characters to grace this beautiful book.Also, the words are BIG,, a good first choice for when he is ready to learn to read on his own. Until then I will read it ten times a day! It's just as sweet as Piglet himself!"
1,"how can Easy E dis anyone? he had aids??? I dont want to dis someone who's dead, but look where Dre and Snoop are now, and look where he is....truth hurts and this album hurt my ears. Bone Thugs were the second best thing to come from Easy E, aside from N.W.A. Go buy a Bone thugs album and stay away from this trainwreck of an album."
1,"Definitely Maybe is my favourite album of all time, the album of my youth. Unfortunately Oasis are tarnisihing my youth by releasing drivel after drivel. Oasis used to sing about things people could relate to - boredom, being poor etc - what do you sing about when your millionaire celebrities - Hindu Times? How sad - clearly they are not religious in anyway - but John Lennon was - I'm getting a bit sick of their Beetle's worship.I want to look back on my youth and Oasis with fondness - so please stop buying their records and maybe they will go away."
1,"Both movies are a very good addition to any classic or horror movie collection. This disk, however, is not! The video transfer is supposedly ""restored"", but you would never know it. The Most Dangerous Game was watchable, but certain scenes were very washed out with lots of dirt and scratches. I had even worse success with The Vampire Bat. The movie started ok, but my DVD player actually had trouble reading the disk about mid-way through. It got so bad, that I had to stop watching the movie. If your main interest in this disk is, The Most Dangerous Game (by far the superior of the two films), then I suggest the Criterion release."
1,"I bought this DVD for my grandsons for Christmas. When they opened it to play it there was no DVD in it. It was sealed and never been opened so we couldn't figure out what had happened. Sorry it has taken me so long, they are in Colorado and we just remembered that I needed to writ to this seller."
1,"The book title is misleading. I thought it would be comprehensive, including scales, chords etc. However, too much of the book is devoted to extremely basic guitar questions, ie how to tune, clean and hold your guitar. Not enough material about playing the guitar."
1,"This is the only book that I had to read on my flight to Florida. I was trapped! I did not like or sympathize with any of the characters. Wait, yes I did, the dog. He was the only one who was real. Self centered garbage."
1,"Scottish author John Ward writes in a style common to occultist books. The language in THE SECRET OF THE ALCHEMIST is continental, some terms would doubtless be unfamiliar to most readers. There also is some vulgarity. I found hints of sexuality and depravity. In one scene, a woman is drugged, then her young daughter is stolen from her. She is doused with alcohol so that the police will think her a drunkard, and her story of her child's abduction to be merely the ranting of a street person.Though a book source I found said the book was for readers 9-12, I would not give this novel to anyone under the age of fourteen or fifteen. Even if they could wade through the obscure language and literary references, the overall dark tone of the book is not for younger readers. NOT RECOMMENDED. Caution for some language and adult content."
1,"If you want to read funny (and you read and understand Hungarian), then this book is for you. The recipes are sort of OK, but too simlified. The Hungarian titles are less then good impressions, so why bother? This little booklet covers about 0.1% of the Hungarian cooking. My advice to the authors: go to Hungary first and then try it again. Tamas Sarossy (Autentic Hungarian)"
1,"Product arrived in time for me to take on vacation; however, it is only the netting. NO HOOP or hanging hardware. The ad for this is misleading. I would never have purchased this w/o the hoop. I could have bought the mosquito net for far cheaper where I'm going. Won't do business with this vendor again."
1,I have read many of Anne Perry's books and enjoyed all of them until I read this mess. The characters are boring and the story is also. I got half way through it and decided it wasn't going to improve. I am sorry for readers who bought it and couldn't return it to the library! In a word I would describe it BOOOOORRRRRRIIINNNG!
1,"Strange how people consider this oi......what chant oi a couple of times, a few references to working and a lame cover of a cocksparrer song and you join the club? Not in my book. This cd is part of a generation of unoriginal dull street punk bands, e.g randumbs, patriot, bodies and pressure point playing strictly to the genre they have boxed themselves into. For Kansas City residents only."
2,So much fun. Very easy to make perfect snowballs. Works great even with dry flaky snow that normally wouldn't hold it's shape. Even my 3 year old can make (and throw) these snowballs. And the best part is that it keeps our hands dry. Will need to buy more and keep them on hand for Christmas presents next year.
1,"As with many Clarks Wallabees, one shoe was wider and longer than the other. They didn't feel very stable either. For quality, they are clearly seconds.I would have returned them if I had ordered them from amazon uk."
1,"Mariah Carey's single ""Heartbreaker"" my sound a little familiar. Ever hear of a song called ""Fantasy"" also by Mariah Carey? They sound like one and the same. What kind of an artist would re-mix their own song? And to have Jay-Z in this one is just too much. Mariah Carey is very overrated. Get yourself some new sounds and some decent clothes, Mariah!!"
2,This book was a non-stop read. I read it in two days! Very interesting and well written. I highly recommend this book.Karen
